	bug_id_x	title_x	description_x	dup_id_x	bug_id_y	title_y	description_y	dup_id_y
1141	66146	query wizard sort jdbc and mysql not working	hi using latest jdbc connector from mysql remote mysql database server and ooo 203rc5 french on macosx i have created an odb document that connects to a remote mysql database if i click on the query button then select use query creation wizard or whatever it is called in english i only have the french it is the second in the list of possibilities then the query wizard is started if i select a sort criteria in step of the wizard no matter what the type of field i systematically get an error message when it comes to pressing the create button and the wizard will not let me go any further the message is field blah blah the field that has been chosen for the sort must be visible if i leave the query with no sort option then it will execute fine and can be saved it does nt seem to matter which field is selected for sorting they all throw an error i ve tested date alphanumeric and integer field types alex	66123	66123	mailmerge wizard crash when accessing mysql db via jdbc	accessing a mysql database with macosx and the latest mysql jdbc connector and rc5 french any attempt to use any of the wizards to access the database that has been previously set up in an odb document causes ooo to crash without any error message or perhaps it is hidden but i do nt know where i have tried the letter wizard withou the odb document being loaded the report wizard the mailmerge wizard the database form wizard all of these wizards have a common theme i think they all use java the crash reporter is started next time ooo is started and tries to recover the document that was being created but fails miserably in that all i end up with is a blank writer document that has no name ie the default writer window when ooo is launched setting crash and oooqa keywords alex	
1142	40500	unable to create tables from wizzards into mysql database	i am getting this error when i am trying to create table in a mysql when using the wizzard from the base program mysql odbc driver mysqld32354 all parts of a primary key must be not null if you need a null in a key use unique instead	37839	37839	tablewizard for every column the entry required field is always set to yes	open any database connect to the database choose tables and use wizard to create table choose a column and press next for every column the entry required field is always set to yes hint the column property isnullable is unknown	
1143	41312	oo fails to open plaintextfiles having doc suffix	create a plaintextfile called testdoc try to open file using oofiledialog or windowscontextmenu open with oo rumbles a while and does not open anything ms word is smart enough to open at least an import dialog personally i would prefer to open it directly and using importdialog only with special command	27133	27133	documents of unknown format are not loaded without error message	if user tries to open a document of unknown format the office rejects opening and does not output any error message	
1144	109992	swsourcefilterww8 build breakers with gcc	due to the header dependency cleanup since gcc see http gccgnuorggcc43portingtohtml spec c language issues header dependency cleanup the lingucomponent module breaks in several source files due to missing includes for example mntbuildopenofficelatestswsourcefilterww8wrtw8ndscxx in member function void mswordexportbase outputcontentnode const swcntntnode mntbuildopenofficelatestswsourcefilterww8wrtw8ndscxx2646 error stderr was not declared in this scope mntbuildopenofficelatestswsourcefilterww8wrtw8ndscxx2646 error fprintf was not declared in this scope dmake error code while making unxlngx6slowrtw8ndsobj	107466	107466	nonproduct sw missing include for fprintf	nonproduct build fails in sw with the following message homedtardonworkupstreamopenofficeorgnonproductswsourcefilterww8wrtw8ndscxx2649 error stderr was not declared in this scope homedtardonworkupstreamopenofficeorgnonproductswsourcefilterww8wrtw8ndscxx2649 error fprintf was not declared in this scope	
1145	29749	office can not be installed on solaris without gnome	due to missing libraries the installation fails on solaris without gnome just an empty screen appears which has top be killed you can use the sotexas to reproduce this	29781	29781	gtk plugin chosen on systems without recent libgtk	if i run a src680 m40 on a sunray running gnome desktop the gtk plugin is chosen even though the libgtk installed on the system does not meet our requirements this results in a crash as soon as the first unresolved symbol is used p2 because the office is quite unusable on sunray	
1146	72186	polish date format incorrect	zgodnie z http sopwnplzasadyphp id629747 data w formacie dmmyyyy powinna znale si w r d format w dat w oknie dialogowy dataczas trzymaj c si ci le tekstu z pwn powinien to by format domy lny dla j zyka polskiego r wnie daty w formatach d miesi c yyyy i d mie yyyy powinne straci przecinki i wygl da nast puj co d miesi c yyyy oraz d mie yyyy sprawa ta ci gnie si w ooorg chyba odk d pierwszy raz go u y em ver w imieniu swoim i wielu tych kt rym na codzie pomagam w pracy z ooorg oraz zapewne znacznej cz ci u ytkownik w ooorg prosz o mo liwie szybkie rozwi zanie problemu	62460	62460	implement genitive forms of month names posessive context	is it possible to have month names in forms like in cldr it is important in all slavonic languages example polish name for january is stycze but correct date format is stycznia in cdlr it is ok from plxml file dates calendars calendar type gregorian months monthcontext type format cut monthwidth type wide month type stycznia month month type lutego month month type marca month month type kwietnia month cut monthcontext monthcontext type standalone cut monthwidth type wide month type stycze month month type luty month month type marzec month month type kwiecie month cut	
1147	81467	opened navigator when docked grabs focus on starting new document	to reproduce with writer document open navigator f5 new writer document ctrln start typing your text nothing appears on the screen the navigator has grabbed the focus try the same steps in calc typing can start immediately cause the focus is on a1 would be a nice improvement if that works in writer as well thanks cor	93515	93515	gtk confusing windowing focus making me crazed	so i ve a ogg video attachment to demonstrate this basically a if ooo is already open and we cause it to launch a new toplevel frame it comes to the foreground but does nt get focus b if we launch eg f5 navigator then it does nt get focus but the toplevel frame it belongs to does loose focus so nothing has focus at all c if we bring totop a frame that has eg a table float then it comes to the fore but nothing gets focus i also attach a voodooprogramming patch that makes the problem go away and gives me behaviour that looks right	
1148	58818	de german help text with headings in english	hello the report is against ooo rc2 german version the german help texts are mixed up with english parts how to reproduce start ooo rc2 german version invoke menu datei oeffnen fileopen hit the hilfe button help button the text page displayed to the right contains english sections and is a mixture of german and english language eg section headers open up one level instead of oeffnen ein verzeichnis hoch some sections contain mixed english and german explanations eg click a column header to sort the files click again to reverse the sort order zum l schen einer datei klicken sie zun chst mit der rechten maustaste auf die datei und w hlen dann l schen regards guido ostkamp	57783	57783	de incomplete translation	sharedo101020000xhp hdid3146936 wrong open right ffnen hdid3147250 wrong up one level right ein verzeichnis hoch hdid3145211 wrong create new direktory right neues verzeichnis anlegen hdid3147010 wrong default direktory right zum standardverzeichnis hdid3148538 wrong display area right anzeigebereich oder anzeigefl che parid3154514 wrong it schows the english text right klicken sie auf eine spaltenkopf um die dateien zu sortieren klicken sie nochmal darauf um die sortierordnung umzukehren hdid3154280 wrong file name right dateiname hdid3150767 wrong file type right dateityp hdid3154125 wrong open right ffnen hdid3147085 wrong insert right einf gen hdid3144762 wrong readonly right nur lesen	
1149	84660	border lines too thick after import	see issue after import a few border lines are drawn too thick should be pixel each	83151	83151	excel import in 3d charts some of the contour lines are thicker than others	i m using broffice when opening an spreadsheet made in excel calc displays the 3d chart in a strange way some of the lines that made each bars countour are thicker than others they all should be thin beacause it s more elegant maybe it s related to issue see the screenshot	
1150	15655	problem in label template	under labels brand avery letter size type inkjet address shipping is auctualy a x4 label to a sheet two columns your measurements have it listed as 1016cm x 508cm 2x5 it took me quite awhile to figure out that the format is correct on these labels being 2x4 but on the initial label page it displays 2x5 so i just kept right on looking i went back to and to format where it does list the correct size labels print just fine but the 2x5 needs to be changed to 2x4 this can be quite confusing as it was to me	15653	15653	problem in label template	under labels brand avery letter size type inkjet address shipping is auctualy a x4 label to a sheet two columns your measurements have it listed as 1016cm x 508cm 2x5 it took me quite awhile to figure out that the format is correct on these labels being 2x4 but on the initial label page it displays 2x5 so i just kept right on looking i went back to and to format where it does list the correct size labels print just fine but the 2x5 needs to be changed to 2x4 this can be quite confusing as it was to me	
1151	121199	automation regression crashed when loading docx files	build found by gui performance automation test reproduce steps launch aoo open the sample files sample file https svnapacheorgreposasfincubatoroootrunktesttestguidatapvtplain200pdocx https svnapacheorgreposasfincubatoroootrunktesttestguidatapvtcomplex400pdocx actual result aoo crashed regression info the problem is ok in build	121134	121134	aoo crashes while opening the ms word document	created attachment test document when opening the test ms word document attached aoo crashes	
1152	79648	do not use lock file when installing bundled extensions	because if the user uses sudo this may create the user installation directory and the lock file with root access the user will not be able to modify it later on	77196	77196	bundled extensions	if an extension is part of the installation set then do not show it in the extension manager this should be optional when the admin installs the same extension as shared later then he replaces the original extension there should be a synchronization mechanism between unopkg and the installer so that the installer can be used to reinstall the original extension also what happens when the office is uninstalled the extension should only be uninstalled if it is the original extension see i	
1153	21601	a basic macro which is assigned to a dialog control can not be invoked	invoking of a basic macro which is assigned to a dialog control does nt work the problem is that the scriptproviderforbasic checks the number of parameters when invoking a macro when the macro is called an event object is passed as the first parameter but this type of parameter is not declared in the macro s signature this should be tolerated by the scriptproviderforbasic	21580	21580	can not execute simple basic script via initiate event on button	staroffice on mercury suse linux create a simple basic macro eg macro1 to execute eg msgbox test open a text document from the main toolbar select form functions add a push button to the document on the button select controls and assign the macro1 macro to events when initiating close the button properties dialog and switch the design mode off select the button bug the script does not execute trace message trace message script uri is vndsunstarscript standardmodule1macro1 languagebasic locationapplication trace message chunk is languagebasic len is trace message language name is basic trace message providercache getprovider draftscomsunstarscriptframeworkproviderscriptproviderforbasic not in cache try to create trace message providercache createprovider trace message callxscript got script about to invoke trace message callxscript number of params is trace message masterscriptprovider dtor called trace message providercache providercache dtor trace message scriptingcontext dtor called trace message callxscript exception iae trace message leaving callxscript trace message leaving fmxundoenvironment firingimpl	
1154	63750	advanced filter and refresh dbrange	when you refresh a filtered range based on a criteria range then the criteria should be refreshed as well calculated criteria and manual changes should not be defined twice in the criteriarange and in the dialog again	73074	73074	calc advanced filter	when i define an advanced filter for a named range it is possible to refresh the range and if the source range has changed the filterresult is also actualized but this refreshing considers only changes of the datarange it does not reread the criteriarange it should be possible to actualize a filterresult and the actualization rereads not only the sourcedatarange but also the criteriarange	
1155	54884	only the first entries of auto text list or standard filter values are shown	hi if you will create a standard text filter there are only the first entries shown in the dialog box for value same for auto filters if used for the whole column oer there is the same limit i set it to p5 because i can t see the necessairy for this only logical thoughts why there isn t a limitation to the real rows number	29844	29844	filtering limited to row when no duplication checked	hi filtering is limited to line if you check no duplication box to reproduce fill a column from to or more apply a standard or advanced filter checking no duplication on the option box it will stop to line even with 680m38 if the no duplication is unchecked it s ok kind regards sophie	
1156	72405	data source refresh does not show all data for paste	i have a data source that queries users by a company id field parameter input to ms sql 2k server the first company id works and i drag the top data grid into the calc spreadsheet i change to sheet2 and refresh the query with a new company id if i drag the data into sheet2 by the top grid i do nt get all the data i usually get only lines out of in my example in linux in windows if i click the box to skip to the end of data and then paste it seems to work	35191	35191	not all only rows displayed in mailmerge table window	get the attachment from issue add the spreadsheet to data sources create an empty text document and add field pointing to any column of the sheet now go to mailmerge in the selection window there are only rows of the spreadsheet visible if u click at forward to the end button remaining rows appear if u use a sort function again only rows appear and only after forward to end envisibles remaining rows	
1157	101509	scrolling when selecting records for mailing labels	when trying to select records the scroll bar on the right when moved down only scrolls down several records rather than to the last record	35191	35191	not all only rows displayed in mailmerge table window	get the attachment from issue add the spreadsheet to data sources create an empty text document and add field pointing to any column of the sheet now go to mailmerge in the selection window there are only rows of the spreadsheet visible if u click at forward to the end button remaining rows appear if u use a sort function again only rows appear and only after forward to end envisibles remaining rows	
1158	22281	delete columns is impossible when some cells are group	hello is it possible to add this feature because it s not very easy to delete a column or a row when the selection of cells you want to delete goes through a cell group this feature already exist in excel	14769	14769	inserting and deleting columns and rows while merged cells in range	it would be of great help in document formating if one could easily insert and delete columns when there is one or more merged cells in range instead of having to unmerge cells delete or insert row or column and then having to remerge cells again this can take a while if ther are several merged cells in editing range by the way great work with ooo 11beta2 progress is noticeble keep up the good work	8302.0
1159	31560	ooo20040704 build fails in sysuidesktopsolaris	hi i m doing build qa on community branch cwssrc680ooo20040704 build on solarissparc fails in sysuidesktopsolaris with creating gnome applications file creating gnome keys file building pkgmap from package prototype file error in unxsols4promiscsolarisprototype no object for unxsols4promiscsolarisusrshareapplicationregistryopenoffice680applications found in root directory no object for unxsols4promiscsolarisusrsharemimeinfoopenoffice680keys found in root directory pkgmk error unable to build pkgmap from prototype file packaging was not successful dmake error code while making unxsols4promiscsolarispkgflag tgslomk error error occurred while making ultrabuilddirooocwssrc680ooo20040704srcsysuidesktopsolaris any details available on request	31015	31015	native installer gnomeintgeration package does nt work	the native installer package solarissparc for gnomeintegration does not work	
1160	92895	retrieves the mere filename out of a whole path	i am using the method filenameoutofpath to get a name of documentthe one is not working into open office ver beta the call arrayoutofstring path separator i must initialize i to get a file name from the seplist the value of the i must be the last element of seplist function filenameoutofpath byval path as string optional separator as string as string dim i as integer dim seplist as string if ismissing separator then path convertfromurl path separator getpathseparator end if seplist arrayoutofstring path separator i filenameoutofpath seplist i end function	90796	90796	string can not be analyzed warning when loading specification template	reproduction install staroffice m19 as root as user download the specification template from http specsopenofficeorg using a browser make sure the office allows macro execution load the template from disk errormessage pops up	
1161	112230	the crossreferences have refresh only by f9 button not automatically	if i use the crossreferences in enumerated list and then change the structure of list so the links of crossreferences have been changed but its name have been stay permanent until i press the f9 button it not depends on the writer settings for automatically refresh of fields and diagrams i have test it on oo community build	83746	83746	references to footnotes are not updated when inserting new footnotes	when i have the following text order foo bar baz footnote foo bar baz foo bar baz footnote bar baz foo reference to footnote shows and then insert a new footnote before like this foo bar baz old and new footnote foo bar baz new footnote foo bar baz old footnote 2new footnote bar baz foo reference to old footnote 2new footnote still shows the footnote still shows the old number this might also apply to endnotes and it might even apply links to footnote of the type page abovebelow chapter ect of course with those other types of links one would have to change the text in a different manner to check if it also happens it think links to footnotesendnotes should always be automatically updated when new footnotes are inserted because otherwise the text could become inconsistent best wishes chris	
1162	52601	calc is too slow for copypast cell content to whole cells	how to repeoduce type ctrolc on a cell which cotains something type ctrla type ctrlv click yes then calc consumes cpu and not respond for a quite long time normal user must think this as freeze on the other hand user do not see this kind of phenomenon with excel with same operation	1865	1865	pasting row selection into column lockup	i have nt done testing to see how generically this applies but the following locks up oo for me open new spreadsheet select row by clicking on the row header copy either by shortcut or by menu select column by clicking on the column header paste either by shortcut or by menu oo should now be using cpu note it happens regardless of whether there is any data in the selected cells	
1163	45705	linking to external spreadsheets to cell names does nt work	ooo version i have two spreadsheets sheet a has two cells that are named each of which calculated from two other cells as an aside the names are currenttotal newtotal sheet b is blank from sheet b i do the following select cell say c12 insert link to external data select sheet a at this point currenttotal and newtotal are shown select currenttotal click ok the field formula is set to c9c2 which is then evaluated locally to the field formatting seems to be copied from sheet a currenttotal i do it again on cell d26 this time i got the formula d23d16 again formatting was copied i changed sheeta currenttotal to be calculated from three other cells such as h15h8i8 and then link to sheetb the sheetb cell becomes g14g7h7 so it looks like the formula is being copied rather than the value and then moved relative then evaluated locally the formatting is also copied i have scanned for this bug in your database a similar one exists where external data links are wrong but it was closed with a comment of worksforme from the developer that bug had little detail so i am hoping that the extended detail in this report will help all the best with it paul	3740	3740	named ranges in spreadsheet can not be accessed from another one	in excel i create two spreadhseets in a i have a coloumn of numbers and i assign the name test to the range in b i use a sum referring to the file a and its named range test this works properly if i look at those files in openoffice the reference to the named range in file b is lost and a name error occurs ie the conversion goes wrong i can not set it manually either if i select the range in a it does not recognize it as a named range i have put the two files onto http wwweuronetnlusersihermanaxls and http wwweuronetnlusersihermanbxls	
1164	108033	more email recipients in mail merge does not work	if i want to add more then one email recipient for sending merge mails via email it does not work the error is invalid recipient i tried to separate them by colon and semicolon with space or without oo could not proceed more than one single recipient how this could be solved in cc and bcc it works well but not in the send to field	65458	65458	mail merge emailing ability to enter a field name for cc and bc	i m creating a mail merge email that i would like to send to a list of people and their bosses which varies i have a field in my datasource for the recipient s email address and another field with their director s email address i d like to be able to enter the director s email address field into the cc area of the mail merge email	
1165	2905	linux file chooser shows hidden files with no way of turning them off	i ca nt seem to find a way to turn hidden files off in the linux file chooser i m running 641c imnsho viewing hidden files should be off by default with an option to turn them on otherwise there is a lot of cruft you have to sift through to get to the files that you re really looking for thanks david	2057	2057	hide hidden files	this is an issue with the file browser or opensave dialog box whatever you want to call it and affects at least linux and maybe all other unixlike systems hidden files and folders eg ones beginning with a dot should not be displayed by default a preferences setting or a button in the file browser could be used to display hidden files	
1166	824	problems when install openoffice625 in redhat	hi i have problems when try to install openoffice625 in redhat run setup ok accept install ok data of register ok type the installation ok directory when install openoffice ok before the machine looked o blocked o kill reset the machine my config of laptop is pentium iii 20gb 512ram redhat kernel glibc22210i386 java jdk130 is worked perfect what is the problems helpme please regards	557	557	installation crashes on red hat fisher	when attempting to install build on a red hat fisher machine the installation does not complete instead of completing it seg faults and crashes after the crash the openoffice60 directory is intact and when running the soffice executable the locale not supported error appears and it seg faults and dies this happens every time i ve tried to install and on three different machines	
1167	41038	crash on attempt to save template	warm boot windows se start ooo1971 writer format page and adjust margins file template save with mytemplates highlighted give it a name and click ok windows reports an illegal operation and shut down the program this was reproduced several times no such problem noticed in but i ca nt remember if i tried to save a template but think i did i was able to save my document as odt and import it as a template and then assign it as my default template without any problems	40904	40904	crash when trying to save a new template	new textdocument enter some text choose templatessave from filemenu enter a name for the template and press enter crash	
1168	67153	ca nt insert text before content	if content russian in firs page od document impossible to insert any text before it	25280	25280	insert new line before toc like befor tables or section	a widespread error of my pupils is to put an automatic toc just at the beginning of the document and later on notice that they need an additional page oder space before it for the titel of their work but there is no simple way to do it up to now there are only workarounds like deleting the toc with loss of all its formating or copying the whole document into itself which is impossible for beginners i suggest to add that using alt enter will insert a new line before the toc like it does before tables or sections so that you can put something before it	
1169	81916	unable to insert new line before table of contents toc	in a writer document insert a toc from headings at the first line on the first page you can not insert a new line before the toc wo deleting the toc and reinserting it one line below even if you disable protect against manual changes the title field remains at the top and gets larger when trying to insert new lines see attached bugdoc	25280	25280	insert new line before toc like befor tables or section	a widespread error of my pupils is to put an automatic toc just at the beginning of the document and later on notice that they need an additional page oder space before it for the titel of their work but there is no simple way to do it up to now there are only workarounds like deleting the toc with loss of all its formating or copying the whole document into itself which is impossible for beginners i suggest to add that using alt enter will insert a new line before the toc like it does before tables or sections so that you can put something before it	
1170	57533	help ui one pane only regression or new feature	hi the problem run soffice press f1 to open help two pane help page will be opened ctrlw to close it press f1 again only one pane view is displayed it was wrong in m134 it was ok in m130 unfortunately i do not have build between	55530	55530	navigation window are disappear after second start	found in version m132 after second call of the helpsystem the help come up without the navigation range	
1171	38238	import of file with rows imports nothing	we are using m62 and when you attempt to import a flat file txt into a spreadsheet that has more than rows it correctly alerts you of this information however it should then import the first rows the series would let you at least bring in part of the file up to i think that the dialog message already in place should be enough warning that the entire file is not being loaded	30711	30711	maximum number of rows warning oo wo nt open at all	i have a spreadsheet with worksheets one has rows of data one has rows of data one has no data when i try to open it in openoffice i get a dialog the maximum number of rows has been exceeded excess rows were not imported when i click ok the dialog disappears and the spreadsheet fails to open at all if necessary i can supply an altered version of the document it has customer data so i ll have to edit out anything that would make them paranoid	
1172	61479	pattern field does not work in data grid	windows xp with sp2 java build 15006b05 ooo simple table with id and a testcol varchar use wizard to create a form labels above data replace testcol field with pattern field edit mask of aaa and strict format yes lowercase input is converted to upper and is saved as such data grid layout replace testcol field with pattern field edit mask of aaa and strict format yes lowercase input is not converted to upper case	68834	68834	pattern field does not work in a grid control	open the attached bugdoc open the form in the database insert a new record in the grid table not possible to insert anything in the patternfield in the gridcontrol	
1173	69127	crash on undoing table move	on undoing a paste operation of a table column copy cells to a new empty column word processor crashes	66854	66854	undo crash with redlining and table copying	load crash2odt insert another paragraph hello at the beginning of cell three select cell three as table selection eg selection of the complete cell not only the content copy to clipboard copy from clipboard into cell two undo the content of cell two is not like before undo undo crash	
1174	34168	window does sometimes not keep its state	to reproduce start soffice writer move window to upper left corner of the screen exit soffice start soffice writer instead of being postioned in the upper left corner the window is moved to the right could not reproduce this on solaris or linux	31449	31449	window state and position are not saved	this was introduced between 680m41 and 680m45 and it s still present in 680m47 window state and position are not saved regardless of the application it s the same for writer calc help window etc steps to reproduce open writer resize it or maximize it close writer open writer again and you will notice it has default window size or that it is nt maximized like it was before it was closed using quickstarter does nt affect it in any way	
1175	31934	default window size is not remembered anymore	using fedora core ooo window size was remembered on start to be the same as when closed with ooo m47 default window size is always about 800x600px in a 1024x768 resolution even after maximing and opening a new document it is opened in the same not fullscreen size this is the window manager job but why does nt it work with ooo m47	31449	31449	window state and position are not saved	this was introduced between 680m41 and 680m45 and it s still present in 680m47 window state and position are not saved regardless of the application it s the same for writer calc help window etc steps to reproduce open writer resize it or maximize it close writer open writer again and you will notice it has default window size or that it is nt maximized like it was before it was closed using quickstarter does nt affect it in any way	
1176	16471	installing libraries	installing libraries via organizer does nt seem to work i select libraries tab in organizer then add button when i select file containing the libraries to add file selection window closes and non library is installed	16474	16474	installing libraries	installing libraries via organizer does nt seem to work i select libraries tab in organizer then add button when i select file containing the libraries to add file selection window closes and non library is installed	
1177	17818	issue with colunms in page styles in writer	click on two columns 2nd option and it is displayed in the small window as two columns now click on the thrid or fourth options and the small window displays the 3rd or 4th options now click on 2nd option two columns and the small window continues to show the 3rd or 4th options	17816	17816	issue with colums in page styles	click on two columns 2nd option and it is displayed in the small window as two columns now click on the thrid or fourth options and the small window displays the 3rd or 4th options now click on 2nd option two columns and the small window continues to show the 3rd or 4th options	
1178	91308	single worksheet selected prints all worksheets	in printer setup options with print only selected sheet checked the print function prints all worksheet tabs not just the selected one preview accurately reflect just the selected worksheet tab but print does not	89378	89378	option print only selected sheets does nt work	i want to print only some sheets of a spreadsheet document even if i select the general option it does nt work	
1179	92841	cursor over table borders do nt switch to normal state	after moving cursor over tables s borders or after selecting column or row it do nt switch to text	90502	90502	cursor does nt change over object s handle	in dev300m17 the cursor does nt change if is over object s handle see image http img185imageshackusimg1859908cursorty0png	
1180	32381	enhance the vclxcu for korean fonts korean font names displayed as squares	i tried this with english ooo and 19m47 with korean fonts in english windows xp all korean font names in font selection combo box are displayed as squares when the combo box is not opened ms word does not have such a problem this issue seems to be related to issue that is already marked as resolved i think that should be reopened again as well	17404	17404	traditional chinese characters can not be properly appeared in load url and font name in toolbars	traditional chinese characters can not be properly appeared in load url and font name in toolbars	
1181	2329	word conversion equations	opened a word file containing lots of equations in ooo the conversion does not seem to work properly i attached the file there does not seem to be regularity actually i think it s only the viewing when saving it as word file and reopening in word then nearly all is in the images except greek delta changed to	1266	1266	greek delta not showing when opening a ms word document	i already submitted this and i was told that it was not reproducible i can reproduce it and with the simplest file possible i create a file in word sr1 containing one character d in the symbol font greek delta and save it fast saves is not checked i open this in writer and i get an empty page if i move the cursor i find that there is one character which i ca nt see like a space in the symbol font if i change to the timesnew roman i get an empty not filled square which is strange because unprintable symbols in timesnewroman are coded or if i change the font to wingdings then i get the equivalent of a small d so it should be alright changing back to symbol makes the character disappear i ll try to append the file here called deltadoc i hope sombody can reproduce this btw thanks for resolving the other issues i had cheers oliver	
1182	107598	help page for hyperlink function not properly addressed	open index tab in online help in calc go to hyperlink function press display result wrong page is shown getpivotdata and window starts to jump every few seconds expected correct help page is displayed which is just a few lines above found in rpm of ooo320m7 with and without german langpack	106917	106917	help page misaligned when opened from help index	if you click on an item in the help index the help page that is opened is not aligned at the correct place you have to scroll up or down to see the entry for the item you clicked on example in help index click on sheet function page is opened that requires pagingup times to see the description of the sheet function example in help index click on ceiling function page is opened that shows the start of the description of the ceiling function at the very bottom such that you must scroll down to see the whole description	
1183	89252	bulleted text underline problem	i think this is problem is similar to issue i indented once and typed statement of interest i underlined these words hit enter and continued typing after a few lines i returned to the phrase put behind it and pressed enter hoping to trigger the automatic numbering the underlining extended behind the word statement to the period infront of the	89179	89179	in a list the label tabulator should use same character style than the label	the new numbering style gives a new feature followed by tabulator this tabulator has the wrong style how to see it make a new document with a numbered list with setting followed by tabulator select the first word of the item text and color its background you can see that the tabulator gets this background too that looks ugly if you use followed by space the space will not get the background from the word	
1184	3076	graphics properties crash openoffice under suse	i m using suse an openoffice641 when i insert a graphics file and try to select the context menu s item graphics the grphics properties dialog as i guessed from the docs an unrecoverable application error occurs	2635	2635	unrecoverable error on graphics	hi with 641b open the attached document once the graphic is shown select it rightclick select graphics and click on the tabs graphic and crop you get an unrecoverable error it may have to do with the fact that the image gif takes very long to load if you click for example on the tab graphic and wait until the picture is shown in the preview area then you can click on the other tabs at will and the unrecoverable error does nt occur in one instance i also got the following three messages but this happened only once in a number of times i tried this soffice caused an invalid page fault in module sfx638midll at 015f1d5f9479 registers eax0086ef48 cs015f eip1d5f9479 eflgs00010202 ebx00000001 ss0167 esp0086ef38 ebp00000001 ecx0086ef48 ds0167 esi01fb1eb8 fs1d37 edx0000003e es0167 edi00000000 gs0000 bytes at cs eip 8a c7 c0 stack dump 006427fe 01fb2118 1cb75358 01f23180 01fc67b0 01fc6880 0086f05c 1d6a756e ffffffff 1d5f93be 01fb2118 1c69e8c8 soffice caused an invalid page fault in module sw638midll at 015f1e3721a3 registers eax1c85f6ec cs015f eip1e3721a3 eflgs00010202 ebx0086de68 ss0167 esp0086ddc0 ebp1c719920 ecx00000000 ds0167 esi00000000 fs1d37 edx0072e5cc es0167 edi00b7bc74 gs0000 bytes at cs eip 8b 4c c0 6a e8 7f fe ff 8b stack dump 0071cf2c 1e0daaa9 1e0a563f 00b7bc74 007218b8 1e0a55ce 0071cfd8 1c62020e 0071cf2c 0071cfd8 1c620046 00640cfc 0086de68 0086de4c soffice caused an invalid page fault in module sw638midll at 015f1e351374 registers eax1c85f6ec cs015f eip1e351374 eflgs00010202 ebx00000000 ss0167 esp0086d8e4 ebp0086e8cc ecx0071bbf8 ds0167 esi00000000 fs1d37 edx00000003 es0167 edi0067d3f4 gs0000 bytes at cs eip 8b c6 c4 c0 0f a5 stack dump 0000002f 007330e8 0086e8cc 1d6415d5 1d608600 0067d3f4 007330e8 1d608511 1d6ce1d8 0086e8c0 004014ca 007330e8 best regards simon	
1185	3379	wo nt open image dialog when double clicking on a bmp file	i insterted a windows bmp file then tried to double click on it the programs crashes on me every time i do this i do not have the file currently but i will post the url to it later	2635	2635	unrecoverable error on graphics	hi with 641b open the attached document once the graphic is shown select it rightclick select graphics and click on the tabs graphic and crop you get an unrecoverable error it may have to do with the fact that the image gif takes very long to load if you click for example on the tab graphic and wait until the picture is shown in the preview area then you can click on the other tabs at will and the unrecoverable error does nt occur in one instance i also got the following three messages but this happened only once in a number of times i tried this soffice caused an invalid page fault in module sfx638midll at 015f1d5f9479 registers eax0086ef48 cs015f eip1d5f9479 eflgs00010202 ebx00000001 ss0167 esp0086ef38 ebp00000001 ecx0086ef48 ds0167 esi01fb1eb8 fs1d37 edx0000003e es0167 edi00000000 gs0000 bytes at cs eip 8a c7 c0 stack dump 006427fe 01fb2118 1cb75358 01f23180 01fc67b0 01fc6880 0086f05c 1d6a756e ffffffff 1d5f93be 01fb2118 1c69e8c8 soffice caused an invalid page fault in module sw638midll at 015f1e3721a3 registers eax1c85f6ec cs015f eip1e3721a3 eflgs00010202 ebx0086de68 ss0167 esp0086ddc0 ebp1c719920 ecx00000000 ds0167 esi00000000 fs1d37 edx0072e5cc es0167 edi00b7bc74 gs0000 bytes at cs eip 8b 4c c0 6a e8 7f fe ff 8b stack dump 0071cf2c 1e0daaa9 1e0a563f 00b7bc74 007218b8 1e0a55ce 0071cfd8 1c62020e 0071cf2c 0071cfd8 1c620046 00640cfc 0086de68 0086de4c soffice caused an invalid page fault in module sw638midll at 015f1e351374 registers eax1c85f6ec cs015f eip1e351374 eflgs00010202 ebx00000000 ss0167 esp0086d8e4 ebp0086e8cc ecx0071bbf8 ds0167 esi00000000 fs1d37 edx00000003 es0167 edi0067d3f4 gs0000 bytes at cs eip 8b c6 c4 c0 0f a5 stack dump 0000002f 007330e8 0086e8cc 1d6415d5 1d608600 0067d3f4 007330e8 1d608511 1d6ce1d8 0086e8c0 004014ca 007330e8 best regards simon	
1186	64932	patch m165 does nt compile with gcc	usrsrcarkbuildooobuildbuildsrc680m165sotsourceunoolestoragexolesimp lestoragehxx107 error extra qualification olesimplestorage on member insertnameaccesstostorageimpl dmake error code while making unxlngi6prosloxolesimplestorageobj	64908	64908	extra qualifier on insertnameaccesstostorageimpl	patch to fix attached breaks gcc 41x	
1187	69663	curdir is not unicode	curdir function is not unicodecompliant or use incorrect cp conversion	30692	30692	starbasic runtime function chdir string not working	hello changing the current working directory with the runtime function chdir in the basic ide has no effect on the current directory and is even not really inspected by the interpreter for example chdir kjdhdhdkjdhkjd leads to no error although it s an invalid drive tested on windows and linux for version and the snapshot build for with everytime the same misbehavior i could nt find the scripting component so i posted it into the api section	
